"","reg","deaths","date","year","weekno"
"636","East",1034,2011-03-25,2011,12
"637","London",893,2011-03-25,2011,12
"638","South East",1519,2011-03-25,2011,12
"639","South West",1062,2011-03-25,2011,12
"640","Wales",633,2011-03-25,2011,12
"641","North East",496,2011-04-01,2011,13
"642","North West",1322,2011-04-01,2011,13
"643","Yorkshire and The Humber",937,2011-04-01,2011,13
"644","East Midlands",762,2011-04-01,2011,13
"645","West Midlands",972,2011-04-01,2011,13
"646","East",967,2011-04-01,2011,13
"647","London",863,2011-04-01,2011,13
"648","South East",1425,2011-04-01,2011,13
"649","South West",974,2011-04-01,2011,13
"650","Wales",574,2011-04-01,2011,13
"651","North East",478,2011-04-08,2011,14
"652","North West",1310,2011-04-08,2011,14
"653","Yorkshire and The Humber",946,2011-04-08,2011,14
"654","East Midlands",801,2011-04-08,2011,14
"655","West Midlands",958,2011-04-08,2011,14
"656","East",1073,2011-04-08,2011,14
"657","London",931,2011-04-08,2011,14
"658","South East",1481,2011-04-08,2011,14
"659","South West",991,2011-04-08,2011,14
"660","Wales",566,2011-04-08,2011,14
"661","North East",493,2011-04-15,2011,15
"662","North West",1305,2011-04-15,2011,15
"663","Yorkshire and The Humber",950,2011-04-15,2011,15
"664","East Midlands",772,2011-04-15,2011,15
"665","West Midlands",915,2011-04-15,2011,15
"666","East",963,2011-04-15,2011,15
"667","London",923,2011-04-15,2011,15
"668","South East",1402,2011-04-15,2011,15
"669","South West",1010,2011-04-15,2011,15
"670","Wales",573,2011-04-15,2011,15
"671","North East",411,2011-04-22,2011,16
"672","North West",1171,2011-04-22,2011,16
"673","Yorkshire and The Humber",841,2011-04-22,2011,16
"674","East Midlands",714,2011-04-22,2011,16
"675","West Midlands",839,2011-04-22,2011,16
"676","East",863,2011-04-22,2011,16
"677","London",801,2011-04-22,2011,16
"678","South East",1268,2011-04-22,2011,16
"679","South West",859,2011-04-22,2011,16
"680","Wales",535,2011-04-22,2011,16
"681","North East",429,2011-04-29,2011,17
"682","North West",1104,2011-04-29,2011,17
"683","Yorkshire and The Humber",841,2011-04-29,2011,17
"684","East Midlands",726,2011-04-29,2011,17
"685","West Midlands",764,2011-04-29,2011,17
"686","East",828,2011-04-29,2011,17
"687","London",784,2011-04-29,2011,17
"688","South East",1161,2011-04-29,2011,17
"689","South West",845,2011-04-29,2011,17
"690","Wales",565,2011-04-29,2011,17
"691","North East",543,2011-05-06,2011,18
"692","North West",1324,2011-05-06,2011,18
"693","Yorkshire and The Humber",1009,2011-05-06,2011,18
"694","East Midlands",805,2011-05-06,2011,18
"695","West Midlands",1028,2011-05-06,2011,18
"696","East",997,2011-05-06,2011,18
"697","London",923,2011-05-06,2011,18
"698","South East",1479,2011-05-06,2011,18
"699","South West",1069,2011-05-06,2011,18
"700","Wales",654,2011-05-06,2011,18
"701","North East",504,2011-05-13,2011,19
"702","North West",1328,2011-05-13,2011,19
"703","Yorkshire and The Humber",985,2011-05-13,2011,19
"704","East Midlands",848,2011-05-13,2011,19
"705","West Midlands",968,2011-05-13,2011,19
"706","East",1108,2011-05-13,2011,19
"707","London",907,2011-05-13,2011,19
"708","South East",1716,2011-05-13,2011,19
"709","South West",1128,2011-05-13,2011,19
"710","Wales",616,2011-05-13,2011,19
"711","North East",496,2011-05-20,2011,20
"712","North West",1276,2011-05-20,2011,20
"713","Yorkshire and The Humber",879,2011-05-20,2011,20
"714","East Midlands",678,2011-05-20,2011,20
"715","West Midlands",921,2011-05-20,2011,20
"716","East",929,2011-05-20,2011,20
"717","London",815,2011-05-20,2011,20
"718","South East",1414,2011-05-20,2011,20
"719","South West",936,2011-05-20,2011,20
"720","Wales",577,2011-05-20,2011,20
"721","North East",511,2011-05-27,2011,21
"722","North West",1302,2011-05-27,2011,21
"723","Yorkshire and The Humber",890,2011-05-27,2011,21
"724","East Midlands",721,2011-05-27,2011,21
"725","West Midlands",946,2011-05-27,2011,21
"726","East",959,2011-05-27,2011,21
"727","London",884,2011-05-27,2011,21
"728","South East",1393,2011-05-27,2011,21
"729","South West",942,2011-05-27,2011,21
"730","Wales",583,2011-05-27,2011,21
"731","North East",441,2011-06-03,2011,22
"732","North West",1044,2011-06-03,2011,22
"733","Yorkshire and The Humber",826,2011-06-03,2011,22
"734","East Midlands",682,2011-06-03,2011,22
"735","West Midlands",807,2011-06-03,2011,22
"736","East",804,2011-06-03,2011,22
"737","London",776,2011-06-03,2011,22
"738","South East",1161,2011-06-03,2011,22
"739","South West",807,2011-06-03,2011,22
"740","Wales",544,2011-06-03,2011,22
"741","North East",457,2011-06-10,2011,23
"742","North West",1250,2011-06-10,2011,23
"743","Yorkshire and The Humber",899,2011-06-10,2011,23
"744","East Midlands",739,2011-06-10,2011,23
"745","West Midlands",895,2011-06-10,2011,23
"746","East",1015,2011-06-10,2011,23
"747","London",868,2011-06-10,2011,23
"748","South East",1468,2011-06-10,2011,23
"749","South West",1031,2011-06-10,2011,23
"750","Wales",601,2011-06-10,2011,23
"751","North East",472,2011-06-17,2011,24
"752","North West",1306,2011-06-17,2011,24
"753","Yorkshire and The Humber",889,2011-06-17,2011,24
"754","East Midlands",708,2011-06-17,2011,24
"755","West Midlands",899,2011-06-17,2011,24
"756","East",941,2011-06-17,2011,24
"757","London",852,2011-06-17,2011,24
"758","South East",1378,2011-06-17,2011,24
"759","South West",982,2011-06-17,2011,24
"760","Wales",512,2011-06-17,2011,24
"761","North East",435,2011-06-24,2011,25
"762","North West",1142,2011-06-24,2011,25
"763","Yorkshire and The Humber",853,2011-06-24,2011,25
"764","East Midlands",738,2011-06-24,2011,25
"765","West Midlands",952,2011-06-24,2011,25
"766","East",888,2011-06-24,2011,25
"767","London",825,2011-06-24,2011,25
"768","South East",1342,2011-06-24,2011,25
"769","South West",969,2011-06-24,2011,25
"770","Wales",544,2011-06-24,2011,25
"771","North East",479,2011-07-01,2011,26
"772","North West",1215,2011-07-01,2011,26
"773","Yorkshire and The Humber",872,2011-07-01,2011,26
"774","East Midlands",707,2011-07-01,2011,26
"775","West Midlands",867,2011-07-01,2011,26
"776","East",937,2011-07-01,2011,26
"777","London",880,2011-07-01,2011,26
"778","South East",1304,2011-07-01,2011,26
"779","South West",899,2011-07-01,2011,26
"780","Wales",526,2011-07-01,2011,26
"781","North East",458,2011-07-08,2011,27
"782","North West",1215,2011-07-08,2011,27
"783","Yorkshire and The Humber",850,2011-07-08,2011,27
"784","East Midlands",731,2011-07-08,2011,27
"785","West Midlands",936,2011-07-08,2011,27
"786","East",883,2011-07-08,2011,27
"787","London",843,2011-07-08,2011,27
"788","South East",1282,2011-07-08,2011,27
"789","South West",901,2011-07-08,2011,27
"790","Wales",579,2011-07-08,2011,27
"791","North East",432,2011-07-15,2011,28
"792","North West",1159,2011-07-15,2011,28
"793","Yorkshire and The Humber",851,2011-07-15,2011,28
"794","East Midlands",684,2011-07-15,2011,28
"795","West Midlands",886,2011-07-15,2011,28
"796","East",924,2011-07-15,2011,28
"797","London",855,2011-07-15,2011,28
"798","South East",1243,2011-07-15,2011,28
"799","South West",857,2011-07-15,2011,28
"800","Wales",538,2011-07-15,2011,28
"801","North East",488,2011-07-22,2011,29
"802","North West",1139,2011-07-22,2011,29
"803","Yorkshire and The Humber",847,2011-07-22,2011,29
"804","East Midlands",674,2011-07-22,2011,29
"805","West Midlands",884,2011-07-22,2011,29
"806","East",871,2011-07-22,2011,29
"807","London",814,2011-07-22,2011,29
"808","South East",1293,2011-07-22,2011,29
"809","South West",932,2011-07-22,2011,29
"810","Wales",529,2011-07-22,2011,29
"811","North East",469,2011-07-29,2011,30
"812","North West",1190,2011-07-29,2011,30
"813","Yorkshire and The Humber",851,2011-07-29,2011,30
"814","East Midlands",684,2011-07-29,2011,30
"815","West Midlands",851,2011-07-29,2011,30
"816","East",894,2011-07-29,2011,30
"817","London",801,2011-07-29,2011,30
"818","South East",1235,2011-07-29,2011,30
"819","South West",932,2011-07-29,2011,30
"820","Wales",526,2011-07-29,2011,30
"821","North East",480,2011-08-05,2011,31
"822","North West",1235,2011-08-05,2011,31
"823","Yorkshire and The Humber",861,2011-08-05,2011,31
"824","East Midlands",746,2011-08-05,2011,31
"825","West Midlands",822,2011-08-05,2011,31
"826","East",907,2011-08-05,2011,31
"827","London",858,2011-08-05,2011,31
"828","South East",1368,2011-08-05,2011,31
"829","South West",931,2011-08-05,2011,31
"830","Wales",547,2011-08-05,2011,31
"831","North East",483,2011-08-12,2011,32
"832","North West",1212,2011-08-12,2011,32
"833","Yorkshire and The Humber",819,2011-08-12,2011,32
"834","East Midlands",687,2011-08-12,2011,32
"835","West Midlands",913,2011-08-12,2011,32
"836","East",888,2011-08-12,2011,32
"837","London",860,2011-08-12,2011,32
"838","South East",1276,2011-08-12,2011,32
"839","South West",900,2011-08-12,2011,32
"840","Wales",515,2011-08-12,2011,32
"841","North East",453,2011-08-19,2011,33
"842","North West",1146,2011-08-19,2011,33
"843","Yorkshire and The Humber",819,2011-08-19,2011,33
"844","East Midlands",643,2011-08-19,2011,33
"845","West Midlands",856,2011-08-19,2011,33
"846","East",920,2011-08-19,2011,33
"847","London",873,2011-08-19,2011,33
"848","South East",1267,2011-08-19,2011,33
"849","South West",930,2011-08-19,2011,33
"850","Wales",491,2011-08-19,2011,33
"851","North East",417,2011-08-26,2011,34
"852","North West",1150,2011-08-26,2011,34
"853","Yorkshire and The Humber",873,2011-08-26,2011,34
"854","East Midlands",735,2011-08-26,2011,34
"855","West Midlands",821,2011-08-26,2011,34
"856","East",849,2011-08-26,2011,34
"857","London",869,2011-08-26,2011,34
"858","South East",1247,2011-08-26,2011,34
"859","South West",915,2011-08-26,2011,34
"860","Wales",563,2011-08-26,2011,34
"861","North East",395,2011-09-02,2011,35
"862","North West",1092,2011-09-02,2011,35
"863","Yorkshire and The Humber",765,2011-09-02,2011,35
"864","East Midlands",606,2011-09-02,2011,35
"865","West Midlands",813,2011-09-02,2011,35
"866","East",776,2011-09-02,2011,35
"867","London",735,2011-09-02,2011,35
"868","South East",1220,2011-09-02,2011,35
"869","South West",825,2011-09-02,2011,35
"870","Wales",471,2011-09-02,2011,35
"871","North East",481,2011-09-09,2011,36
"872","North West",1161,2011-09-09,2011,36
"873","Yorkshire and The Humber",890,2011-09-09,2011,36
"874","East Midlands",739,2011-09-09,2011,36
"875","West Midlands",908,2011-09-09,2011,36
"876","East",896,2011-09-09,2011,36
"877","London",852,2011-09-09,2011,36
"878","South East",1283,2011-09-09,2011,36
"879","South West",950,2011-09-09,2011,36
"880","Wales",580,2011-09-09,2011,36
"881","North East",430,2011-09-16,2011,37
"882","North West",1121,2011-09-16,2011,37
"883","Yorkshire and The Humber",902,2011-09-16,2011,37
"884","East Midlands",703,2011-09-16,2011,37
"885","West Midlands",897,2011-09-16,2011,37
"886","East",927,2011-09-16,2011,37
"887","London",860,2011-09-16,2011,37
"888","South East",1363,2011-09-16,2011,37
"889","South West",877,2011-09-16,2011,37
"890","Wales",505,2011-09-16,2011,37
"891","North East",445,2011-09-23,2011,38
"892","North West",1119,2011-09-23,2011,38
"893","Yorkshire and The Humber",877,2011-09-23,2011,38
"894","East Midlands",716,2011-09-23,2011,38
"895","West Midlands",819,2011-09-23,2011,38
"896","East",899,2011-09-23,2011,38
"897","London",852,2011-09-23,2011,38
"898","South East",1329,2011-09-23,2011,38
"899","South West",942,2011-09-23,2011,38
"900","Wales",506,2011-09-23,2011,38
"901","North East",487,2011-09-30,2011,39
"902","North West",1229,2011-09-30,2011,39
"903","Yorkshire and The Humber",912,2011-09-30,2011,39
"904","East Midlands",727,2011-09-30,2011,39
"905","West Midlands",873,2011-09-30,2011,39
"906","East",959,2011-09-30,2011,39
"907","London",888,2011-09-30,2011,39
"908","South East",1377,2011-09-30,2011,39
"909","South West",902,2011-09-30,2011,39
"910","Wales",544,2011-09-30,2011,39
"911","North East",437,2011-10-07,2011,40
"912","North West",1216,2011-10-07,2011,40
"913","Yorkshire and The Humber",895,2011-10-07,2011,40
"914","East Midlands",722,2011-10-07,2011,40
"915","West Midlands",839,2011-10-07,2011,40
"916","East",923,2011-10-07,2011,40
"917","London",862,2011-10-07,2011,40
"918","South East",1314,2011-10-07,2011,40
"919","South West",923,2011-10-07,2011,40
"920","Wales",567,2011-10-07,2011,40
"921","North East",480,2011-10-14,2011,41
"922","North West",1169,2011-10-14,2011,41
"923","Yorkshire and The Humber",860,2011-10-14,2011,41
"924","East Midlands",745,2011-10-14,2011,41
"925","West Midlands",862,2011-10-14,2011,41
"926","East",914,2011-10-14,2011,41
"927","London",882,2011-10-14,2011,41
"928","South East",1359,2011-10-14,2011,41
"929","South West",909,2011-10-14,2011,41
"930","Wales",511,2011-10-14,2011,41
"931","North East",437,2011-10-21,2011,42
"932","North West",1150,2011-10-21,2011,42
"933","Yorkshire and The Humber",881,2011-10-21,2011,42
"934","East Midlands",685,2011-10-21,2011,42
"935","West Midlands",921,2011-10-21,2011,42
"936","East",857,2011-10-21,2011,42
"937","London",795,2011-10-21,2011,42
"938","South East",1394,2011-10-21,2011,42
"939","South West",935,2011-10-21,2011,42
"940","Wales",557,2011-10-21,2011,42
"941","North East",516,2011-10-28,2011,43
"942","North West",1267,2011-10-28,2011,43
"943","Yorkshire and The Humber",935,2011-10-28,2011,43
"944","East Midlands",775,2011-10-28,2011,43
"945","West Midlands",928,2011-10-28,2011,43
"946","East",961,2011-10-28,2011,43
"947","London",847,2011-10-28,2011,43
"948","South East",1369,2011-10-28,2011,43
"949","South West",916,2011-10-28,2011,43
"950","Wales",604,2011-10-28,2011,43
"951","North East",507,2011-11-04,2011,44
"952","North West",1301,2011-11-04,2011,44
"953","Yorkshire and The Humber",1039,2011-11-04,2011,44
"954","East Midlands",838,2011-11-04,2011,44
"955","West Midlands",945,2011-11-04,2011,44
"956","East",1017,2011-11-04,2011,44
"957","London",936,2011-11-04,2011,44
"958","South East",1391,2011-11-04,2011,44
"959","South West",1027,2011-11-04,2011,44
"960","Wales",617,2011-11-04,2011,44
"961","North East",518,2011-11-11,2011,45
"962","North West",1244,2011-11-11,2011,45
"963","Yorkshire and The Humber",855,2011-11-11,2011,45
"964","East Midlands",769,2011-11-11,2011,45
"965","West Midlands",932,2011-11-11,2011,45
"966","East",927,2011-11-11,2011,45
"967","London",868,2011-11-11,2011,45
"968","South East",1381,2011-11-11,2011,45
"969","South West",962,2011-11-11,2011,45
"970","Wales",571,2011-11-11,2011,45
"971","North East",495,2011-11-18,2011,46
"972","North West",1310,2011-11-18,2011,46
"973","Yorkshire and The Humber",910,2011-11-18,2011,46
"974","East Midlands",768,2011-11-18,2011,46
"975","West Midlands",970,2011-11-18,2011,46
"976","East",984,2011-11-18,2011,46
"977","London",859,2011-11-18,2011,46
"978","South East",1452,2011-11-18,2011,46
"979","South West",987,2011-11-18,2011,46
"980","Wales",554,2011-11-18,2011,46
"981","North East",462,2011-11-25,2011,47
"982","North West",1238,2011-11-25,2011,47
"983","Yorkshire and The Humber",907,2011-11-25,2011,47
"984","East Midlands",787,2011-11-25,2011,47
"985","West Midlands",907,2011-11-25,2011,47
"986","East",938,2011-11-25,2011,47
"987","London",878,2011-11-25,2011,47
"988","South East",1405,2011-11-25,2011,47
"989","South West",1013,2011-11-25,2011,47
"990","Wales",599,2011-11-25,2011,47
"991","North East",496,2011-12-02,2011,48
"992","North West",1229,2011-12-02,2011,48
"993","Yorkshire and The Humber",949,2011-12-02,2011,48
"994","East Midlands",745,2011-12-02,2011,48
"995","West Midlands",991,2011-12-02,2011,48
"996","East",990,2011-12-02,2011,48
"997","London",845,2011-12-02,2011,48
"998","South East",1432,2011-12-02,2011,48
"999","South West",925,2011-12-02,2011,48
"1000","Wales",591,2011-12-02,2011,48
"1001","North East",529,2011-12-09,2011,49
"1002","North West",1360,2011-12-09,2011,49
"1003","Yorkshire and The Humber",1013,2011-12-09,2011,49
"1004","East Midlands",827,2011-12-09,2011,49
"1005","West Midlands",940,2011-12-09,2011,49
"1006","East",1015,2011-12-09,2011,49
"1007","London",995,2011-12-09,2011,49
"1008","South East",1532,2011-12-09,2011,49
"1009","South West",991,2011-12-09,2011,49
"1010","Wales",602,2011-12-09,2011,49
"1011","North East",543,2011-12-16,2011,50
"1012","North West",1449,2011-12-16,2011,50
"1013","Yorkshire and The Humber",1029,2011-12-16,2011,50
"1014","East Midlands",849,2011-12-16,2011,50
"1015","West Midlands",1068,2011-12-16,2011,50
"1016","East",1080,2011-12-16,2011,50
"1017","London",1022,2011-12-16,2011,50
"1018","South East",1547,2011-12-16,2011,50
"1019","South West",1116,2011-12-16,2011,50
"1020","Wales",623,2011-12-16,2011,50
"1021","North East",620,2011-12-23,2011,51
"1022","North West",1518,2011-12-23,2011,51
"1023","Yorkshire and The Humber",1080,2011-12-23,2011,51
"1024","East Midlands",949,2011-12-23,2011,51
"1025","West Midlands",1120,2011-12-23,2011,51
"1026","East",1213,2011-12-23,2011,51
"1027","London",1061,2011-12-23,2011,51
"1028","South East",1696,2011-12-23,2011,51
"1029","South West",1179,2011-12-23,2011,51
"1030","Wales",680,2011-12-23,2011,51
"1031","North East",443,2011-12-30,2011,52
"1032","North West",1250,2011-12-30,2011,52
"1033","Yorkshire and The Humber",891,2011-12-30,2011,52
"1034","East Midlands",709,2011-12-30,2011,52
"1035","West Midlands",846,2011-12-30,2011,52
"1036","East",881,2011-12-30,2011,52
"1037","London",844,2011-12-30,2011,52
"1038","South East",1162,2011-12-30,2011,52
"1039","South West",870,2011-12-30,2011,52
"1040","Wales",554,2011-12-30,2011,52
"1041","North East",520,2012-01-06,2012,1
"1042","North West",1442,2012-01-06,2012,1
"1043","Yorkshire and The Humber",1069,2012-01-06,2012,1
"1044","East Midlands",852,2012-01-06,2012,1
"1045","West Midlands",1002,2012-01-06,2012,1
"1046","East",1127,2012-01-06,2012,1
"1047","London",1096,2012-01-06,2012,1
"1048","South East",1584,2012-01-06,2012,1
"1049","South West",1139,2012-01-06,2012,1
"1050","Wales",660,2012-01-06,2012,1
"1051","North East",611,2012-01-13,2012,2
"1052","North West",1452,2012-01-13,2012,2
"1053","Yorkshire and The Humber",1150,2012-01-13,2012,2
"1054","East Midlands",922,2012-01-13,2012,2
"1055","West Midlands",1165,2012-01-13,2012,2
