"","week","deaths","age","year","weekno","reg"
"461",2012-10-26,9550,"Total",2012,43,"England & Wales"
"462",2018-10-26,9603,"Total",2018,43,"England & Wales"
"463",2010-11-26,9473,"Total",2010,48,"England & Wales"
"464",2014-12-26,7836,"Total",2014,52,"England & Wales"
"465",2012-01-27,10320,"Total",2012,4,"England & Wales"
"466",2017-01-27,12877,"Total",2017,4,"England & Wales"
"467",2015-02-27,11471,"Total",2015,9,"England & Wales"
"468",2015-03-27,10492,"Total",2015,13,"England & Wales"
"469",2020-03-27,11142,"Total",2020,13,"England & Wales"
"470",2012-04-27,10237,"Total",2012,17,"England & Wales"
"471",2018-04-27,10306,"Total",2018,17,"England & Wales"
"472",2011-05-27,9162,"Total",2011,21,"England & Wales"
"473",2016-05-27,9738,"Total",2016,22,"England & Wales"
"474",2014-06-27,8931,"Total",2014,26,"England & Wales"
"475",2012-07-27,8876,"Total",2012,30,"England & Wales"
"476",2018-07-27,9141,"Total",2018,30,"England & Wales"
"477",2010-08-27,8625,"Total",2010,35,"England & Wales"
"478",2013-09-27,9155,"Total",2013,39,"England & Wales"
"479",2019-09-27,9517,"Total",2019,39,"England & Wales"
"480",2017-10-27,9739,"Total",2017,43,"England & Wales"
"481",2015-11-27,9820,"Total",2015,48,"England & Wales"
"482",2013-12-27,6606,"Total",2013,52,"England & Wales"
"483",2019-12-27,7533,"Total",2019,52,"England & Wales"
"484",2011-01-28,10554,"Total",2011,4,"England & Wales"
"485",2014-02-28,10377,"Total",2014,9,"England & Wales"
"486",2020-02-28,10815,"Total",2020,9,"England & Wales"
"487",2014-03-28,9622,"Total",2014,13,"England & Wales"
"488",2017-04-28,10908,"Total",2017,17,"England & Wales"
"489",2010-05-28,9448,"Total",2010,22,"England & Wales"
"490",2013-06-28,8588,"Total",2013,26,"England & Wales"
"491",2019-06-28,9511,"Total",2019,26,"England & Wales"
"492",2017-07-28,8882,"Total",2017,30,"England & Wales"
"493",2015-08-28,9023,"Total",2015,35,"England & Wales"
"494",2012-09-28,8864,"Total",2012,39,"England & Wales"
"495",2018-09-28,9150,"Total",2018,39,"England & Wales"
"496",2011-10-28,9133,"Total",2011,43,"England & Wales"
"497",2016-10-28,9724,"Total",2016,44,"England & Wales"
"498",2014-11-28,9920,"Total",2014,48,"England & Wales"
"499",2012-12-28,8096,"Total",2012,52,"England & Wales"
"500",2018-12-28,7131,"Total",2018,52,"England & Wales"
"501",2010-01-29,11055,"Total",2010,5,"England & Wales"
"502",2016-01-29,11312,"Total",2016,5,"England & Wales"
"503",2013-03-29,9260,"Total",2013,13,"England & Wales"
"504",2019-03-29,9867,"Total",2019,13,"England & Wales"
"505",2011-04-29,8062,"Total",2011,17,"England & Wales"
"506",2016-04-29,10412,"Total",2016,18,"England & Wales"
"507",2015-05-29,8213,"Total",2015,22,"England & Wales"
"508",2020-05-29,9824,"Total",2020,22,"England & Wales"
"509",2012-06-29,8855,"Total",2012,26,"England & Wales"
"510",2018-06-29,9212,"Total",2018,26,"England & Wales"
"511",2011-07-29,8455,"Total",2011,30,"England & Wales"
"512",2016-07-29,9331,"Total",2016,31,"England & Wales"
"513",2014-08-29,8027,"Total",2014,35,"England & Wales"
"514",2017-09-29,9689,"Total",2017,39,"England & Wales"
"515",2010-10-29,9272,"Total",2010,44,"England & Wales"
"516",2013-11-29,9633,"Total",2013,48,"England & Wales"
"517",2019-11-29,10958,"Total",2019,48,"England & Wales"
"518",2017-12-29,8481,"Total",2017,52,"England & Wales"
"519",2015-01-30,12900,"Total",2015,5,"England & Wales"
"520",2012-03-30,9631,"Total",2012,13,"England & Wales"
"521",2018-03-30,9941,"Total",2018,13,"England & Wales"
"522",2010-04-30,9502,"Total",2010,18,"England & Wales"
"523",2014-05-30,8028,"Total",2014,22,"England & Wales"
"524",2017-06-30,9331,"Total",2017,26,"England & Wales"
"525",2010-07-30,8253,"Total",2010,31,"England & Wales"
"526",2013-08-30,7685,"Total",2013,35,"England & Wales"
"527",2019-08-30,8242,"Total",2019,35,"England & Wales"
"528",2011-09-30,8919,"Total",2011,39,"England & Wales"
"529",2016-09-30,8993,"Total",2016,40,"England & Wales"
"530",2015-10-30,9593,"Total",2015,44,"England & Wales"
"531",2012-11-30,9390,"Total",2012,48,"England & Wales"
"532",2018-11-30,10033,"Total",2018,48,"England & Wales"
"533",2011-12-30,8472,"Total",2011,52,"England & Wales"
"534",2016-12-30,8002,"Total",2016,53,"England & Wales"
"535",2014-01-31,10258,"Total",2014,5,"England & Wales"
"536",2020-01-31,11612,"Total",2020,5,"England & Wales"
"537",2017-03-31,10027,"Total",2017,13,"England & Wales"
"538",2013-05-31,8331,"Total",2013,22,"England & Wales"
"539",2019-05-31,8260,"Total",2019,22,"England & Wales"
"540",2015-07-31,8616,"Total",2015,31,"England & Wales"
"541",2012-08-31,7617,"Total",2012,35,"England & Wales"
"542",2018-08-31,7865,"Total",2018,35,"England & Wales"
"543",2014-10-31,9586,"Total",2014,44,"England & Wales"
"544",2010-12-31,9686,"Total",2010,53,"England & Wales"
"545",2010-01-08,61,"Under 1 year",2010,2,"England & Wales"
"546",2010-01-08,24,"01-14",2010,2,"England & Wales"
"547",2010-01-08,299,"15-44",2010,2,"England & Wales"
"548",2010-01-08,1570,"45-64",2010,2,"England & Wales"
"549",2010-01-08,2049,"65-74",2010,2,"England & Wales"
"550",2010-01-08,3952,"75-84",2010,2,"England & Wales"
"551",2010-01-08,5012,"85+",2010,2,"England & Wales"
"552",2010-01-15,69,"Under 1 year",2010,3,"England & Wales"
"553",2010-01-15,29,"01-14",2010,3,"England & Wales"
"554",2010-01-15,331,"15-44",2010,3,"England & Wales"
"555",2010-01-15,1465,"45-64",2010,3,"England & Wales"
"556",2010-01-15,1860,"65-74",2010,3,"England & Wales"
"557",2010-01-15,3883,"75-84",2010,3,"England & Wales"
"558",2010-01-15,4902,"85+",2010,3,"England & Wales"
"559",2010-01-22,66,"Under 1 year",2010,4,"England & Wales"
"560",2010-01-22,18,"01-14",2010,4,"England & Wales"
"561",2010-01-22,347,"15-44",2010,4,"England & Wales"
"562",2010-01-22,1392,"45-64",2010,4,"England & Wales"
"563",2010-01-22,1781,"65-74",2010,4,"England & Wales"
"564",2010-01-22,3501,"75-84",2010,4,"England & Wales"
"565",2010-01-22,4654,"85+",2010,4,"England & Wales"
"566",2010-01-29,68,"Under 1 year",2010,5,"England & Wales"
"567",2010-01-29,21,"01-14",2010,5,"England & Wales"
"568",2010-01-29,336,"15-44",2010,5,"England & Wales"
"569",2010-01-29,1300,"45-64",2010,5,"England & Wales"
"570",2010-01-29,1666,"65-74",2010,5,"England & Wales"
"571",2010-01-29,3359,"75-84",2010,5,"England & Wales"
"572",2010-01-29,4305,"85+",2010,5,"England & Wales"
"573",2010-02-05,72,"Under 1 year",2010,6,"England & Wales"
"574",2010-02-05,18,"01-14",2010,6,"England & Wales"
"575",2010-02-05,317,"15-44",2010,6,"England & Wales"
"576",2010-02-05,1308,"45-64",2010,6,"England & Wales"
"577",2010-02-05,1588,"65-74",2010,6,"England & Wales"
"578",2010-02-05,3123,"75-84",2010,6,"England & Wales"
"579",2010-02-05,4089,"85+",2010,6,"England & Wales"
"580",2010-02-12,79,"Under 1 year",2010,7,"England & Wales"
"581",2010-02-12,28,"01-14",2010,7,"England & Wales"
"582",2010-02-12,308,"15-44",2010,7,"England & Wales"
"583",2010-02-12,1239,"45-64",2010,7,"England & Wales"
"584",2010-02-12,1596,"65-74",2010,7,"England & Wales"
"585",2010-02-12,3002,"75-84",2010,7,"England & Wales"
"586",2010-02-12,3864,"85+",2010,7,"England & Wales"
"587",2010-02-19,71,"Under 1 year",2010,8,"England & Wales"
"588",2010-02-19,17,"01-14",2010,8,"England & Wales"
"589",2010-02-19,329,"15-44",2010,8,"England & Wales"
"590",2010-02-19,1276,"45-64",2010,8,"England & Wales"
"591",2010-02-19,1560,"65-74",2010,8,"England & Wales"
"592",2010-02-19,3015,"75-84",2010,8,"England & Wales"
"593",2010-02-19,3834,"85+",2010,8,"England & Wales"
"594",2010-02-26,73,"Under 1 year",2010,9,"England & Wales"
"595",2010-02-26,27,"01-14",2010,9,"England & Wales"
"596",2010-02-26,340,"15-44",2010,9,"England & Wales"
"597",2010-02-26,1315,"45-64",2010,9,"England & Wales"
"598",2010-02-26,1600,"65-74",2010,9,"England & Wales"
"599",2010-02-26,3106,"75-84",2010,9,"England & Wales"
"600",2010-02-26,3833,"85+",2010,9,"England & Wales"
"601",2010-03-05,55,"Under 1 year",2010,10,"England & Wales"
"602",2010-03-05,31,"01-14",2010,10,"England & Wales"
"603",2010-03-05,348,"15-44",2010,10,"England & Wales"
"604",2010-03-05,1230,"45-64",2010,10,"England & Wales"
"605",2010-03-05,1547,"65-74",2010,10,"England & Wales"
"606",2010-03-05,3003,"75-84",2010,10,"England & Wales"
"607",2010-03-05,3765,"85+",2010,10,"England & Wales"
"608",2010-03-12,45,"Under 1 year",2010,11,"England & Wales"
"609",2010-03-12,28,"01-14",2010,11,"England & Wales"
"610",2010-03-12,334,"15-44",2010,11,"England & Wales"
"611",2010-03-12,1259,"45-64",2010,11,"England & Wales"
"612",2010-03-12,1552,"65-74",2010,11,"England & Wales"
"613",2010-03-12,2917,"75-84",2010,11,"England & Wales"
"614",2010-03-12,3653,"85+",2010,11,"England & Wales"
"615",2010-03-19,53,"Under 1 year",2010,12,"England & Wales"
"616",2010-03-19,24,"01-14",2010,12,"England & Wales"
"617",2010-03-19,294,"15-44",2010,12,"England & Wales"
"618",2010-03-19,1307,"45-64",2010,12,"England & Wales"
"619",2010-03-19,1572,"65-74",2010,12,"England & Wales"
"620",2010-03-19,2895,"75-84",2010,12,"England & Wales"
"621",2010-03-19,3581,"85+",2010,12,"England & Wales"
"622",2010-03-26,61,"Under 1 year",2010,13,"England & Wales"
"623",2010-03-26,32,"01-14",2010,13,"England & Wales"
"624",2010-03-26,303,"15-44",2010,13,"England & Wales"
"625",2010-03-26,1227,"45-64",2010,13,"England & Wales"
"626",2010-03-26,1566,"65-74",2010,13,"England & Wales"
"627",2010-03-26,2870,"75-84",2010,13,"England & Wales"
"628",2010-03-26,3554,"85+",2010,13,"England & Wales"
"629",2010-04-02,50,"Under 1 year",2010,14,"England & Wales"
"630",2010-04-02,16,"01-14",2010,14,"England & Wales"
"631",2010-04-02,230,"15-44",2010,14,"England & Wales"
"632",2010-04-02,1035,"45-64",2010,14,"England & Wales"
"633",2010-04-02,1256,"65-74",2010,14,"England & Wales"
"634",2010-04-02,2385,"75-84",2010,14,"England & Wales"
"635",2010-04-02,2971,"85+",2010,14,"England & Wales"
"636",2010-04-09,66,"Under 1 year",2010,15,"England & Wales"
"637",2010-04-09,19,"01-14",2010,15,"England & Wales"
"638",2010-04-09,288,"15-44",2010,15,"England & Wales"
"639",2010-04-09,1242,"45-64",2010,15,"England & Wales"
"640",2010-04-09,1603,"65-74",2010,15,"England & Wales"
"641",2010-04-09,2958,"75-84",2010,15,"England & Wales"
"642",2010-04-09,3553,"85+",2010,15,"England & Wales"
"643",2010-04-16,63,"Under 1 year",2010,16,"England & Wales"
"644",2010-04-16,21,"01-14",2010,16,"England & Wales"
"645",2010-04-16,321,"15-44",2010,16,"England & Wales"
"646",2010-04-16,1276,"45-64",2010,16,"England & Wales"
"647",2010-04-16,1646,"65-74",2010,16,"England & Wales"
"648",2010-04-16,3058,"75-84",2010,16,"England & Wales"
"649",2010-04-16,3496,"85+",2010,16,"England & Wales"
"650",2010-04-23,66,"Under 1 year",2010,17,"England & Wales"
"651",2010-04-23,31,"01-14",2010,17,"England & Wales"
"652",2010-04-23,333,"15-44",2010,17,"England & Wales"
"653",2010-04-23,1243,"45-64",2010,17,"England & Wales"
"654",2010-04-23,1525,"65-74",2010,17,"England & Wales"
"655",2010-04-23,2821,"75-84",2010,17,"England & Wales"
"656",2010-04-23,3429,"85+",2010,17,"England & Wales"
"657",2010-04-30,59,"Under 1 year",2010,18,"England & Wales"
"658",2010-04-30,19,"01-14",2010,18,"England & Wales"
"659",2010-04-30,325,"15-44",2010,18,"England & Wales"
"660",2010-04-30,1220,"45-64",2010,18,"England & Wales"
"661",2010-04-30,1564,"65-74",2010,18,"England & Wales"
"662",2010-04-30,2857,"75-84",2010,18,"England & Wales"
"663",2010-04-30,3458,"85+",2010,18,"England & Wales"
"664",2010-05-07,59,"Under 1 year",2010,19,"England & Wales"
"665",2010-05-07,13,"01-14",2010,19,"England & Wales"
"666",2010-05-07,240,"15-44",2010,19,"England & Wales"
"667",2010-05-07,1119,"45-64",2010,19,"England & Wales"
"668",2010-05-07,1379,"65-74",2010,19,"England & Wales"
"669",2010-05-07,2574,"75-84",2010,19,"England & Wales"
"670",2010-05-07,2955,"85+",2010,19,"England & Wales"
"671",2010-05-14,70,"Under 1 year",2010,20,"England & Wales"
"672",2010-05-14,25,"01-14",2010,20,"England & Wales"
"673",2010-05-14,335,"15-44",2010,20,"England & Wales"
"674",2010-05-14,1262,"45-64",2010,20,"England & Wales"
"675",2010-05-14,1497,"65-74",2010,20,"England & Wales"
"676",2010-05-14,2973,"75-84",2010,20,"England & Wales"
"677",2010-05-14,3321,"85+",2010,20,"England & Wales"
"678",2010-05-21,71,"Under 1 year",2010,21,"England & Wales"
"679",2010-05-21,22,"01-14",2010,21,"England & Wales"
"680",2010-05-21,356,"15-44",2010,21,"England & Wales"
"681",2010-05-21,1165,"45-64",2010,21,"England & Wales"
"682",2010-05-21,1525,"65-74",2010,21,"England & Wales"
"683",2010-05-21,2689,"75-84",2010,21,"England & Wales"
"684",2010-05-21,3361,"85+",2010,21,"England & Wales"
"685",2010-05-28,78,"Under 1 year",2010,22,"England & Wales"
"686",2010-05-28,26,"01-14",2010,22,"England & Wales"
"687",2010-05-28,352,"15-44",2010,22,"England & Wales"
"688",2010-05-28,1205,"45-64",2010,22,"England & Wales"
"689",2010-05-28,1616,"65-74",2010,22,"England & Wales"
"690",2010-05-28,2861,"75-84",2010,22,"England & Wales"
"691",2010-05-28,3310,"85+",2010,22,"England & Wales"
"692",2010-06-04,49,"Under 1 year",2010,23,"England & Wales"
"693",2010-06-04,20,"01-14",2010,23,"England & Wales"
"694",2010-06-04,244,"15-44",2010,23,"England & Wales"
"695",2010-06-04,1080,"45-64",2010,23,"England & Wales"
"696",2010-06-04,1371,"65-74",2010,23,"England & Wales"
"697",2010-06-04,2416,"75-84",2010,23,"England & Wales"
"698",2010-06-04,2996,"85+",2010,23,"England & Wales"
"699",2010-06-11,46,"Under 1 year",2010,24,"England & Wales"
"700",2010-06-11,14,"01-14",2010,24,"England & Wales"
"701",2010-06-11,303,"15-44",2010,24,"England & Wales"
"702",2010-06-11,1292,"45-64",2010,24,"England & Wales"
"703",2010-06-11,1527,"65-74",2010,24,"England & Wales"
"704",2010-06-11,2727,"75-84",2010,24,"England & Wales"
"705",2010-06-11,3350,"85+",2010,24,"England & Wales"
"706",2010-06-18,72,"Under 1 year",2010,25,"England & Wales"
"707",2010-06-18,18,"01-14",2010,25,"England & Wales"
"708",2010-06-18,291,"15-44",2010,25,"England & Wales"
"709",2010-06-18,1182,"45-64",2010,25,"England & Wales"
"710",2010-06-18,1497,"65-74",2010,25,"England & Wales"
"711",2010-06-18,2530,"75-84",2010,25,"England & Wales"
"712",2010-06-18,2923,"85+",2010,25,"England & Wales"
"713",2010-06-25,57,"Under 1 year",2010,26,"England & Wales"
"714",2010-06-25,15,"01-14",2010,26,"England & Wales"
"715",2010-06-25,311,"15-44",2010,26,"England & Wales"
"716",2010-06-25,1145,"45-64",2010,26,"England & Wales"
"717",2010-06-25,1437,"65-74",2010,26,"England & Wales"
"718",2010-06-25,2502,"75-84",2010,26,"England & Wales"
"719",2010-06-25,2994,"85+",2010,26,"England & Wales"
"720",2010-07-02,58,"Under 1 year",2010,27,"England & Wales"
"721",2010-07-02,22,"01-14",2010,27,"England & Wales"
"722",2010-07-02,279,"15-44",2010,27,"England & Wales"
"723",2010-07-02,1161,"45-64",2010,27,"England & Wales"
"724",2010-07-02,1497,"65-74",2010,27,"England & Wales"
"725",2010-07-02,2644,"75-84",2010,27,"England & Wales"
"726",2010-07-02,3306,"85+",2010,27,"England & Wales"
"727",2010-07-09,61,"Under 1 year",2010,28,"England & Wales"
"728",2010-07-09,20,"01-14",2010,28,"England & Wales"
"729",2010-07-09,313,"15-44",2010,28,"England & Wales"
"730",2010-07-09,1203,"45-64",2010,28,"England & Wales"
"731",2010-07-09,1376,"65-74",2010,28,"England & Wales"
"732",2010-07-09,2688,"75-84",2010,28,"England & Wales"
"733",2010-07-09,2964,"85+",2010,28,"England & Wales"
"734",2010-07-16,74,"Under 1 year",2010,29,"England & Wales"
"735",2010-07-16,26,"01-14",2010,29,"England & Wales"
"736",2010-07-16,291,"15-44",2010,29,"England & Wales"
"737",2010-07-16,1174,"45-64",2010,29,"England & Wales"
"738",2010-07-16,1404,"65-74",2010,29,"England & Wales"
"739",2010-07-16,2582,"75-84",2010,29,"England & Wales"
"740",2010-07-16,2988,"85+",2010,29,"England & Wales"
"741",2010-07-23,55,"Under 1 year",2010,30,"England & Wales"
"742",2010-07-23,19,"01-14",2010,30,"England & Wales"
"743",2010-07-23,302,"15-44",2010,30,"England & Wales"
"744",2010-07-23,1200,"45-64",2010,30,"England & Wales"
"745",2010-07-23,1359,"65-74",2010,30,"England & Wales"
"746",2010-07-23,2533,"75-84",2010,30,"England & Wales"
"747",2010-07-23,2791,"85+",2010,30,"England & Wales"
"748",2010-07-30,68,"Under 1 year",2010,31,"England & Wales"
"749",2010-07-30,15,"01-14",2010,31,"England & Wales"
"750",2010-07-30,289,"15-44",2010,31,"England & Wales"
"751",2010-07-30,1075,"45-64",2010,31,"England & Wales"
"752",2010-07-30,1377,"65-74",2010,31,"England & Wales"
"753",2010-07-30,2464,"75-84",2010,31,"England & Wales"
"754",2010-07-30,2965,"85+",2010,31,"England & Wales"
"755",2010-08-06,61,"Under 1 year",2010,32,"England & Wales"
"756",2010-08-06,17,"01-14",2010,32,"England & Wales"
"757",2010-08-06,355,"15-44",2010,32,"England & Wales"
"758",2010-08-06,1211,"45-64",2010,32,"England & Wales"
"759",2010-08-06,1434,"65-74",2010,32,"England & Wales"
"760",2010-08-06,2557,"75-84",2010,32,"England & Wales"
"761",2010-08-06,2828,"85+",2010,32,"England & Wales"
"762",2010-08-13,62,"Under 1 year",2010,33,"England & Wales"
"763",2010-08-13,20,"01-14",2010,33,"England & Wales"
"764",2010-08-13,327,"15-44",2010,33,"England & Wales"
"765",2010-08-13,1086,"45-64",2010,33,"England & Wales"
"766",2010-08-13,1386,"65-74",2010,33,"England & Wales"
"767",2010-08-13,2478,"75-84",2010,33,"England & Wales"
"768",2010-08-13,2958,"85+",2010,33,"England & Wales"
"769",2010-08-20,46,"Under 1 year",2010,34,"England & Wales"
"770",2010-08-20,20,"01-14",2010,34,"England & Wales"
"771",2010-08-20,280,"15-44",2010,34,"England & Wales"
"772",2010-08-20,1144,"45-64",2010,34,"England & Wales"
"773",2010-08-20,1425,"65-74",2010,34,"England & Wales"
"774",2010-08-20,2604,"75-84",2010,34,"England & Wales"
"775",2010-08-20,3063,"85+",2010,34,"England & Wales"
"776",2010-08-27,58,"Under 1 year",2010,35,"England & Wales"
"777",2010-08-27,13,"01-14",2010,35,"England & Wales"
"778",2010-08-27,278,"15-44",2010,35,"England & Wales"
"779",2010-08-27,1160,"45-64",2010,35,"England & Wales"
"780",2010-08-27,1462,"65-74",2010,35,"England & Wales"
"781",2010-08-27,2531,"75-84",2010,35,"England & Wales"
"782",2010-08-27,3123,"85+",2010,35,"England & Wales"
"783",2010-09-03,52,"Under 1 year",2010,36,"England & Wales"
"784",2010-09-03,13,"01-14",2010,36,"England & Wales"
"785",2010-09-03,249,"15-44",2010,36,"England & Wales"
"786",2010-09-03,1045,"45-64",2010,36,"England & Wales"
"787",2010-09-03,1292,"65-74",2010,36,"England & Wales"
"788",2010-09-03,2316,"75-84",2010,36,"England & Wales"
"789",2010-09-03,2741,"85+",2010,36,"England & Wales"
"790",2010-09-10,54,"Under 1 year",2010,37,"England & Wales"
"791",2010-09-10,22,"01-14",2010,37,"England & Wales"
"792",2010-09-10,322,"15-44",2010,37,"England & Wales"
"793",2010-09-10,1176,"45-64",2010,37,"England & Wales"
"794",2010-09-10,1539,"65-74",2010,37,"England & Wales"
"795",2010-09-10,2684,"75-84",2010,37,"England & Wales"
"796",2010-09-10,3164,"85+",2010,37,"England & Wales"
"797",2010-09-17,68,"Under 1 year",2010,38,"England & Wales"
"798",2010-09-17,21,"01-14",2010,38,"England & Wales"
"799",2010-09-17,320,"15-44",2010,38,"England & Wales"
"800",2010-09-17,1206,"45-64",2010,38,"England & Wales"
"801",2010-09-17,1476,"65-74",2010,38,"England & Wales"
"802",2010-09-17,2534,"75-84",2010,38,"England & Wales"
"803",2010-09-17,3093,"85+",2010,38,"England & Wales"
"804",2010-09-24,67,"Under 1 year",2010,39,"England & Wales"
