"","age...1","sex...2","week","deaths","year","weekno","reg","age"
"2035","Under 1 year","Male",2012-06-15,42,2012,24,"England & Wales","Under 1 year"
"2036","Under 1 year","Female",2012-06-15,38,2012,24,"England & Wales","Under 1 year"
"2037","01-14","Male",2012-06-15,6,2012,24,"England & Wales","01-14"
"2038","01-14","Female",2012-06-15,10,2012,24,"England & Wales","01-14"
"2039","15-44","Male",2012-06-15,197,2012,24,"England & Wales","15-44"
"2040","15-44","Female",2012-06-15,103,2012,24,"England & Wales","15-44"
"2041","45-64","Male",2012-06-15,712,2012,24,"England & Wales","45-64"
"2042","45-64","Female",2012-06-15,505,2012,24,"England & Wales","45-64"
"2043","65-74","Male",2012-06-15,1034,2012,24,"England & Wales","65-74"
"2044","65-74","Female",2012-06-15,760,2012,24,"England & Wales","65-74"
"2045","75-84","Male",2012-06-15,1602,2012,24,"England & Wales","75-84"
"2046","75-84","Female",2012-06-15,1461,2012,24,"England & Wales","75-84"
"2047","85+","Male",2012-06-15,1354,2012,24,"England & Wales","85+"
"2048","85+","Female",2012-06-15,2346,2012,24,"England & Wales","85+"
"2049","Total","Male",2012-06-22,4351,2012,25,"England & Wales","Total"
"2050","Total","Female",2012-06-22,4703,2012,25,"England & Wales","Total"
"2051","Under 1 year","Male",2012-06-22,21,2012,25,"England & Wales","Under 1 year"
"2052","Under 1 year","Female",2012-06-22,32,2012,25,"England & Wales","Under 1 year"
"2053","01-14","Male",2012-06-22,5,2012,25,"England & Wales","01-14"
"2054","01-14","Female",2012-06-22,12,2012,25,"England & Wales","01-14"
"2055","15-44","Male",2012-06-22,190,2012,25,"England & Wales","15-44"
"2056","15-44","Female",2012-06-22,99,2012,25,"England & Wales","15-44"
"2057","45-64","Male",2012-06-22,674,2012,25,"England & Wales","45-64"
"2058","45-64","Female",2012-06-22,473,2012,25,"England & Wales","45-64"
"2059","65-74","Male",2012-06-22,862,2012,25,"England & Wales","65-74"
"2060","65-74","Female",2012-06-22,665,2012,25,"England & Wales","65-74"
"2061","75-84","Male",2012-06-22,1370,2012,25,"England & Wales","75-84"
"2062","75-84","Female",2012-06-22,1288,2012,25,"England & Wales","75-84"
"2063","85+","Male",2012-06-22,1229,2012,25,"England & Wales","85+"
"2064","85+","Female",2012-06-22,2134,2012,25,"England & Wales","85+"
"2065","Total","Male",2012-06-29,4335,2012,26,"England & Wales","Total"
"2066","Total","Female",2012-06-29,4520,2012,26,"England & Wales","Total"
"2067","Under 1 year","Male",2012-06-29,33,2012,26,"England & Wales","Under 1 year"
"2068","Under 1 year","Female",2012-06-29,23,2012,26,"England & Wales","Under 1 year"
"2069","01-14","Male",2012-06-29,9,2012,26,"England & Wales","01-14"
"2070","01-14","Female",2012-06-29,7,2012,26,"England & Wales","01-14"
"2071","15-44","Male",2012-06-29,168,2012,26,"England & Wales","15-44"
"2072","15-44","Female",2012-06-29,88,2012,26,"England & Wales","15-44"
"2073","45-64","Male",2012-06-29,677,2012,26,"England & Wales","45-64"
"2074","45-64","Female",2012-06-29,453,2012,26,"England & Wales","45-64"
"2075","65-74","Male",2012-06-29,847,2012,26,"England & Wales","65-74"
"2076","65-74","Female",2012-06-29,617,2012,26,"England & Wales","65-74"
"2077","75-84","Male",2012-06-29,1363,2012,26,"England & Wales","75-84"
"2078","75-84","Female",2012-06-29,1231,2012,26,"England & Wales","75-84"
"2079","85+","Male",2012-06-29,1238,2012,26,"England & Wales","85+"
"2080","85+","Female",2012-06-29,2101,2012,26,"England & Wales","85+"
"2081","Total","Male",2012-07-06,4338,2012,27,"England & Wales","Total"
"2082","Total","Female",2012-07-06,4567,2012,27,"England & Wales","Total"
"2083","Under 1 year","Male",2012-07-06,41,2012,27,"England & Wales","Under 1 year"
"2084","Under 1 year","Female",2012-07-06,23,2012,27,"England & Wales","Under 1 year"
"2085","01-14","Male",2012-07-06,12,2012,27,"England & Wales","01-14"
"2086","01-14","Female",2012-07-06,5,2012,27,"England & Wales","01-14"
"2087","15-44","Male",2012-07-06,192,2012,27,"England & Wales","15-44"
"2088","15-44","Female",2012-07-06,74,2012,27,"England & Wales","15-44"
"2089","45-64","Male",2012-07-06,645,2012,27,"England & Wales","45-64"
"2090","45-64","Female",2012-07-06,453,2012,27,"England & Wales","45-64"
"2091","65-74","Male",2012-07-06,898,2012,27,"England & Wales","65-74"
"2092","65-74","Female",2012-07-06,623,2012,27,"England & Wales","65-74"
"2093","75-84","Male",2012-07-06,1362,2012,27,"England & Wales","75-84"
"2094","75-84","Female",2012-07-06,1271,2012,27,"England & Wales","75-84"
"2095","85+","Male",2012-07-06,1188,2012,27,"England & Wales","85+"
"2096","85+","Female",2012-07-06,2118,2012,27,"England & Wales","85+"
"2097","Total","Male",2012-07-13,4309,2012,28,"England & Wales","Total"
"2098","Total","Female",2012-07-13,4444,2012,28,"England & Wales","Total"
"2099","Under 1 year","Male",2012-07-13,31,2012,28,"England & Wales","Under 1 year"
"2100","Under 1 year","Female",2012-07-13,26,2012,28,"England & Wales","Under 1 year"
"2101","01-14","Male",2012-07-13,6,2012,28,"England & Wales","01-14"
"2102","01-14","Female",2012-07-13,10,2012,28,"England & Wales","01-14"
"2103","15-44","Male",2012-07-13,180,2012,28,"England & Wales","15-44"
"2104","15-44","Female",2012-07-13,80,2012,28,"England & Wales","15-44"
"2105","45-64","Male",2012-07-13,657,2012,28,"England & Wales","45-64"
"2106","45-64","Female",2012-07-13,466,2012,28,"England & Wales","45-64"
"2107","65-74","Male",2012-07-13,880,2012,28,"England & Wales","65-74"
"2108","65-74","Female",2012-07-13,613,2012,28,"England & Wales","65-74"
"2109","75-84","Male",2012-07-13,1338,2012,28,"England & Wales","75-84"
"2110","75-84","Female",2012-07-13,1233,2012,28,"England & Wales","75-84"
"2111","85+","Male",2012-07-13,1217,2012,28,"England & Wales","85+"
"2112","85+","Female",2012-07-13,2016,2012,28,"England & Wales","85+"
"2113","Total","Male",2012-07-20,4203,2012,29,"England & Wales","Total"
"2114","Total","Female",2012-07-20,4481,2012,29,"England & Wales","Total"
"2115","Under 1 year","Male",2012-07-20,29,2012,29,"England & Wales","Under 1 year"
"2116","Under 1 year","Female",2012-07-20,18,2012,29,"England & Wales","Under 1 year"
"2117","01-14","Male",2012-07-20,15,2012,29,"England & Wales","01-14"
"2118","01-14","Female",2012-07-20,11,2012,29,"England & Wales","01-14"
"2119","15-44","Male",2012-07-20,182,2012,29,"England & Wales","15-44"
"2120","15-44","Female",2012-07-20,110,2012,29,"England & Wales","15-44"
"2121","45-64","Male",2012-07-20,676,2012,29,"England & Wales","45-64"
"2122","45-64","Female",2012-07-20,448,2012,29,"England & Wales","45-64"
"2123","65-74","Male",2012-07-20,854,2012,29,"England & Wales","65-74"
"2124","65-74","Female",2012-07-20,641,2012,29,"England & Wales","65-74"
"2125","75-84","Male",2012-07-20,1255,2012,29,"England & Wales","75-84"
"2126","75-84","Female",2012-07-20,1283,2012,29,"England & Wales","75-84"
"2127","85+","Male",2012-07-20,1192,2012,29,"England & Wales","85+"
"2128","85+","Female",2012-07-20,1970,2012,29,"England & Wales","85+"
"2129","Total","Male",2012-07-27,4313,2012,30,"England & Wales","Total"
"2130","Total","Female",2012-07-27,4563,2012,30,"England & Wales","Total"
"2131","Under 1 year","Male",2012-07-27,40,2012,30,"England & Wales","Under 1 year"
"2132","Under 1 year","Female",2012-07-27,29,2012,30,"England & Wales","Under 1 year"
"2133","01-14","Male",2012-07-27,7,2012,30,"England & Wales","01-14"
"2134","01-14","Female",2012-07-27,8,2012,30,"England & Wales","01-14"
"2135","15-44","Male",2012-07-27,194,2012,30,"England & Wales","15-44"
"2136","15-44","Female",2012-07-27,89,2012,30,"England & Wales","15-44"
"2137","45-64","Male",2012-07-27,673,2012,30,"England & Wales","45-64"
"2138","45-64","Female",2012-07-27,484,2012,30,"England & Wales","45-64"
"2139","65-74","Male",2012-07-27,896,2012,30,"England & Wales","65-74"
"2140","65-74","Female",2012-07-27,604,2012,30,"England & Wales","65-74"
"2141","75-84","Male",2012-07-27,1326,2012,30,"England & Wales","75-84"
"2142","75-84","Female",2012-07-27,1231,2012,30,"England & Wales","75-84"
"2143","85+","Male",2012-07-27,1177,2012,30,"England & Wales","85+"
"2144","85+","Female",2012-07-27,2118,2012,30,"England & Wales","85+"
"2145","Total","Male",2012-08-03,4263,2012,31,"England & Wales","Total"
"2146","Total","Female",2012-08-03,4678,2012,31,"England & Wales","Total"
"2147","Under 1 year","Male",2012-08-03,31,2012,31,"England & Wales","Under 1 year"
"2148","Under 1 year","Female",2012-08-03,25,2012,31,"England & Wales","Under 1 year"
"2149","01-14","Male",2012-08-03,8,2012,31,"England & Wales","01-14"
"2150","01-14","Female",2012-08-03,5,2012,31,"England & Wales","01-14"
"2151","15-44","Male",2012-08-03,178,2012,31,"England & Wales","15-44"
"2152","15-44","Female",2012-08-03,93,2012,31,"England & Wales","15-44"
"2153","45-64","Male",2012-08-03,675,2012,31,"England & Wales","45-64"
"2154","45-64","Female",2012-08-03,478,2012,31,"England & Wales","45-64"
"2155","65-74","Male",2012-08-03,893,2012,31,"England & Wales","65-74"
"2156","65-74","Female",2012-08-03,634,2012,31,"England & Wales","65-74"
"2157","75-84","Male",2012-08-03,1331,2012,31,"England & Wales","75-84"
"2158","75-84","Female",2012-08-03,1259,2012,31,"England & Wales","75-84"
"2159","85+","Male",2012-08-03,1147,2012,31,"England & Wales","85+"
"2160","85+","Female",2012-08-03,2184,2012,31,"England & Wales","85+"
"2161","Total","Male",2012-08-10,4299,2012,32,"England & Wales","Total"
"2162","Total","Female",2012-08-10,4509,2012,32,"England & Wales","Total"
"2163","Under 1 year","Male",2012-08-10,43,2012,32,"England & Wales","Under 1 year"
"2164","Under 1 year","Female",2012-08-10,27,2012,32,"England & Wales","Under 1 year"
"2165","01-14","Male",2012-08-10,19,2012,32,"England & Wales","01-14"
"2166","01-14","Female",2012-08-10,19,2012,32,"England & Wales","01-14"
"2167","15-44","Male",2012-08-10,158,2012,32,"England & Wales","15-44"
"2168","15-44","Female",2012-08-10,91,2012,32,"England & Wales","15-44"
"2169","45-64","Male",2012-08-10,677,2012,32,"England & Wales","45-64"
"2170","45-64","Female",2012-08-10,447,2012,32,"England & Wales","45-64"
"2171","65-74","Male",2012-08-10,850,2012,32,"England & Wales","65-74"
"2172","65-74","Female",2012-08-10,597,2012,32,"England & Wales","65-74"
"2173","75-84","Male",2012-08-10,1339,2012,32,"England & Wales","75-84"
"2174","75-84","Female",2012-08-10,1225,2012,32,"England & Wales","75-84"
"2175","85+","Male",2012-08-10,1213,2012,32,"England & Wales","85+"
"2176","85+","Female",2012-08-10,2103,2012,32,"England & Wales","85+"
"2177","Total","Male",2012-08-17,4239,2012,33,"England & Wales","Total"
"2178","Total","Female",2012-08-17,4536,2012,33,"England & Wales","Total"
"2179","Under 1 year","Male",2012-08-17,21,2012,33,"England & Wales","Under 1 year"
"2180","Under 1 year","Female",2012-08-17,33,2012,33,"England & Wales","Under 1 year"
"2181","01-14","Male",2012-08-17,9,2012,33,"England & Wales","01-14"
"2182","01-14","Female",2012-08-17,5,2012,33,"England & Wales","01-14"
"2183","15-44","Male",2012-08-17,167,2012,33,"England & Wales","15-44"
"2184","15-44","Female",2012-08-17,101,2012,33,"England & Wales","15-44"
"2185","45-64","Male",2012-08-17,654,2012,33,"England & Wales","45-64"
"2186","45-64","Female",2012-08-17,454,2012,33,"England & Wales","45-64"
"2187","65-74","Male",2012-08-17,844,2012,33,"England & Wales","65-74"
"2188","65-74","Female",2012-08-17,602,2012,33,"England & Wales","65-74"
"2189","75-84","Male",2012-08-17,1354,2012,33,"England & Wales","75-84"
"2190","75-84","Female",2012-08-17,1257,2012,33,"England & Wales","75-84"
"2191","85+","Male",2012-08-17,1190,2012,33,"England & Wales","85+"
"2192","85+","Female",2012-08-17,2084,2012,33,"England & Wales","85+"
"2193","Total","Male",2012-08-24,4343,2012,34,"England & Wales","Total"
"2194","Total","Female",2012-08-24,4634,2012,34,"England & Wales","Total"
"2195","Under 1 year","Male",2012-08-24,28,2012,34,"England & Wales","Under 1 year"
"2196","Under 1 year","Female",2012-08-24,34,2012,34,"England & Wales","Under 1 year"
"2197","01-14","Male",2012-08-24,8,2012,34,"England & Wales","01-14"
"2198","01-14","Female",2012-08-24,11,2012,34,"England & Wales","01-14"
"2199","15-44","Male",2012-08-24,160,2012,34,"England & Wales","15-44"
"2200","15-44","Female",2012-08-24,123,2012,34,"England & Wales","15-44"
"2201","45-64","Male",2012-08-24,690,2012,34,"England & Wales","45-64"
"2202","45-64","Female",2012-08-24,454,2012,34,"England & Wales","45-64"
"2203","65-74","Male",2012-08-24,928,2012,34,"England & Wales","65-74"
"2204","65-74","Female",2012-08-24,587,2012,34,"England & Wales","65-74"
"2205","75-84","Male",2012-08-24,1329,2012,34,"England & Wales","75-84"
"2206","75-84","Female",2012-08-24,1289,2012,34,"England & Wales","75-84"
"2207","85+","Male",2012-08-24,1200,2012,34,"England & Wales","85+"
"2208","85+","Female",2012-08-24,2136,2012,34,"England & Wales","85+"
"2209","Total","Male",2012-08-31,3782,2012,35,"England & Wales","Total"
"2210","Total","Female",2012-08-31,3835,2012,35,"England & Wales","Total"
"2211","Under 1 year","Male",2012-08-31,36,2012,35,"England & Wales","Under 1 year"
"2212","Under 1 year","Female",2012-08-31,26,2012,35,"England & Wales","Under 1 year"
"2213","01-14","Male",2012-08-31,8,2012,35,"England & Wales","01-14"
"2214","01-14","Female",2012-08-31,5,2012,35,"England & Wales","01-14"
"2215","15-44","Male",2012-08-31,155,2012,35,"England & Wales","15-44"
"2216","15-44","Female",2012-08-31,88,2012,35,"England & Wales","15-44"
"2217","45-64","Male",2012-08-31,576,2012,35,"England & Wales","45-64"
"2218","45-64","Female",2012-08-31,376,2012,35,"England & Wales","45-64"
"2219","65-74","Male",2012-08-31,767,2012,35,"England & Wales","65-74"
"2220","65-74","Female",2012-08-31,526,2012,35,"England & Wales","65-74"
"2221","75-84","Male",2012-08-31,1211,2012,35,"England & Wales","75-84"
"2222","75-84","Female",2012-08-31,1077,2012,35,"England & Wales","75-84"
"2223","85+","Male",2012-08-31,1029,2012,35,"England & Wales","85+"
"2224","85+","Female",2012-08-31,1737,2012,35,"England & Wales","85+"
"2225","Total","Male",2012-09-07,4235,2012,36,"England & Wales","Total"
"2226","Total","Female",2012-09-07,4613,2012,36,"England & Wales","Total"
"2227","Under 1 year","Male",2012-09-07,36,2012,36,"England & Wales","Under 1 year"
"2228","Under 1 year","Female",2012-09-07,26,2012,36,"England & Wales","Under 1 year"
"2229","01-14","Male",2012-09-07,17,2012,36,"England & Wales","01-14"
"2230","01-14","Female",2012-09-07,3,2012,36,"England & Wales","01-14"
"2231","15-44","Male",2012-09-07,155,2012,36,"England & Wales","15-44"
"2232","15-44","Female",2012-09-07,88,2012,36,"England & Wales","15-44"
"2233","45-64","Male",2012-09-07,671,2012,36,"England & Wales","45-64"
"2234","45-64","Female",2012-09-07,493,2012,36,"England & Wales","45-64"
"2235","65-74","Male",2012-09-07,830,2012,36,"England & Wales","65-74"
"2236","65-74","Female",2012-09-07,588,2012,36,"England & Wales","65-74"
"2237","75-84","Male",2012-09-07,1328,2012,36,"England & Wales","75-84"
"2238","75-84","Female",2012-09-07,1268,2012,36,"England & Wales","75-84"
"2239","85+","Male",2012-09-07,1198,2012,36,"England & Wales","85+"
"2240","85+","Female",2012-09-07,2147,2012,36,"England & Wales","85+"
"2241","Total","Male",2012-09-14,4335,2012,37,"England & Wales","Total"
"2242","Total","Female",2012-09-14,4305,2012,37,"England & Wales","Total"
"2243","Under 1 year","Male",2012-09-14,31,2012,37,"England & Wales","Under 1 year"
"2244","Under 1 year","Female",2012-09-14,32,2012,37,"England & Wales","Under 1 year"
"2245","01-14","Male",2012-09-14,13,2012,37,"England & Wales","01-14"
"2246","01-14","Female",2012-09-14,6,2012,37,"England & Wales","01-14"
"2247","15-44","Male",2012-09-14,181,2012,37,"England & Wales","15-44"
"2248","15-44","Female",2012-09-14,78,2012,37,"England & Wales","15-44"
"2249","45-64","Male",2012-09-14,688,2012,37,"England & Wales","45-64"
"2250","45-64","Female",2012-09-14,418,2012,37,"England & Wales","45-64"
"2251","65-74","Male",2012-09-14,893,2012,37,"England & Wales","65-74"
"2252","65-74","Female",2012-09-14,583,2012,37,"England & Wales","65-74"
"2253","75-84","Male",2012-09-14,1301,2012,37,"England & Wales","75-84"
"2254","75-84","Female",2012-09-14,1185,2012,37,"England & Wales","75-84"
"2255","85+","Male",2012-09-14,1228,2012,37,"England & Wales","85+"
"2256","85+","Female",2012-09-14,2003,2012,37,"England & Wales","85+"
"2257","Total","Male",2012-09-21,4300,2012,38,"England & Wales","Total"
"2258","Total","Female",2012-09-21,4538,2012,38,"England & Wales","Total"
"2259","Under 1 year","Male",2012-09-21,27,2012,38,"England & Wales","Under 1 year"
"2260","Under 1 year","Female",2012-09-21,29,2012,38,"England & Wales","Under 1 year"
"2261","01-14","Male",2012-09-21,7,2012,38,"England & Wales","01-14"
"2262","01-14","Female",2012-09-21,8,2012,38,"England & Wales","01-14"
"2263","15-44","Male",2012-09-21,209,2012,38,"England & Wales","15-44"
"2264","15-44","Female",2012-09-21,110,2012,38,"England & Wales","15-44"
"2265","45-64","Male",2012-09-21,713,2012,38,"England & Wales","45-64"
"2266","45-64","Female",2012-09-21,460,2012,38,"England & Wales","45-64"
"2267","65-74","Male",2012-09-21,840,2012,38,"England & Wales","65-74"
"2268","65-74","Female",2012-09-21,634,2012,38,"England & Wales","65-74"
"2269","75-84","Male",2012-09-21,1338,2012,38,"England & Wales","75-84"
"2270","75-84","Female",2012-09-21,1210,2012,38,"England & Wales","75-84"
"2271","85+","Male",2012-09-21,1166,2012,38,"England & Wales","85+"
"2272","85+","Female",2012-09-21,2087,2012,38,"England & Wales","85+"
"2273","Total","Male",2012-09-28,4369,2012,39,"England & Wales","Total"
"2274","Total","Female",2012-09-28,4495,2012,39,"England & Wales","Total"
"2275","Under 1 year","Male",2012-09-28,37,2012,39,"England & Wales","Under 1 year"
"2276","Under 1 year","Female",2012-09-28,22,2012,39,"England & Wales","Under 1 year"
"2277","01-14","Male",2012-09-28,13,2012,39,"England & Wales","01-14"
"2278","01-14","Female",2012-09-28,3,2012,39,"England & Wales","01-14"
"2279","15-44","Male",2012-09-28,147,2012,39,"England & Wales","15-44"
